Condición,Year,Marca,version,Title,Modelo,id,precio,Image_URL,Color,Color_int,Cilindros,km,Transmisión,Combustible,Características,Seguridad,Content,Tipo,year,Tipo_unidad,Puertas
Usado,2023,Nissan,TA,Nissan- March -,March,1506,270624,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/650e81c86f6a465b8b924b91fc6ae7b6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/650e81c86f6a465b8b924b91fc6ae7b6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ef8a0fd4d0b54089932d37f9305d703d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/59eabde5330f4e16a4c25ed27b199f0f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/cde70e204c18480982083ebc3320d336.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0df1e20d6b1242b28c18cf94bfb68d70.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/527f17d337a6469da4c96cacde8296f3.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4922775b552c41e6acd611b47433c44f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2184016900df43afbb8da4043586f3d1.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/aa433484735346838f7814a3064cfa80.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a6ac01af6d094fbf9789704bace31415.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f858ce53fa314b8089315594beb7de20.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8a1cdf296a9147dc9adffb5f403dbb23.jpeg",Blanco,Negro,,0,Automática,Gasolina,5 puertas; Aire acondicionado; 5 pasajeros; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,Sense TM,Nissan- March -,March,1507,261984,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/38a8ec278e6448798584a14cf88c3f0d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/38a8ec278e6448798584a14cf88c3f0d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/22fc9bdb39be4992bbabba7708338d5f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f1fec56b42d941579c9f21804fd096f2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/77770f1c696d4f528d908315f199d7d6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1eb399edf0b1434a886ef0eea8c37024.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5eb1ad6f2d6f4ac6b50d8c992891c46b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a9e8a5bd6d304bc8937050098ff02f1c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3588a48892bb4e1f8747604532cbdca7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d48128256fc94f9a868918fd430a9130.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/470c35a49065497a8b587d7dddd040bb.jpeg",Blanco,Negro,,0,Manual,Gasolina,"Control de crucero; Limpiador trasero; Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Sense TM,Nissan- March -,March,1508,261984,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2eb09a56b9de465ba9fe19c3f2f939a9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2eb09a56b9de465ba9fe19c3f2f939a9.jpeg",Blanco,Negro,,0,Manual,Gasolina,"Control de crucero; Limpiador trasero; Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Sense TM,Nissan- March -,March,1509,261984,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/782d8c94e0054a9297ab87d194375dfd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/782d8c94e0054a9297ab87d194375dfd.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ca28d4f657c6494f95bdd3eb40fc8b3f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f0c64a3fe984474abe6d721db061523c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4b8a0ecfb3304248a811ad24ce73de6b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c1071b857f424ecfbda973755fda3661.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/6384d40c755e4354874c4c521dba0d2d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/96ee73acc9fe47a8a0da8773e7b25406.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/81ca77fe7243420aa56b676a291019fe.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/78565db2710d4246937672354b4ad49f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1fca0dee8c774ecba637bdac437de653.jpeg",Gris,Negro,,0,Manual,Gasolina,"Control de crucero; Limpiador trasero; Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2024,Nissan,Chasis Cab VDC AA,Nissan- Np 300,Np 300,1510,452064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/db0bdc0dfb904fa0a8fb3ffff79a5db2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/db0bdc0dfb904fa0a8fb3ffff79a5db2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/815d529683214947bc447906810b966f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/140812b0571744a6ab031c18577788e6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ffd6819ff38d475bb90e71179ef6e9d6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/aab4b2722459418596f66f1adfc7a1a9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/718bf5e8e2ff417f90db275d1c566774.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/28ae1534353c4665a58e6df64483505d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f0c465e1c360486f997ef1b5ec2691b7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/15a5d1dd6ff043a78fa7318309fcca07.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/36f291552cbf4e9b99576618cecccd4f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/016986f2128e4f9083a076aabc0a60eb.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,Chasis Cab VDC AA,Nissan- Np 300,Np 300,1510,452064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/db0bdc0dfb904fa0a8fb3ffff79a5db2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/db0bdc0dfb904fa0a8fb3ffff79a5db2.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/815d529683214947bc447906810b966f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/140812b0571744a6ab031c18577788e6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ffd6819ff38d475bb90e71179ef6e9d6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/aab4b2722459418596f66f1adfc7a1a9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/718bf5e8e2ff417f90db275d1c566774.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/28ae1534353c4665a58e6df64483505d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f0c465e1c360486f997ef1b5ec2691b7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/15a5d1dd6ff043a78fa7318309fcca07.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/36f291552cbf4e9b99576618cecccd4f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/016986f2128e4f9083a076aabc0a60eb.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1512,453024,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5d11eab5257747669b9c92c086b1fdc9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5d11eab5257747669b9c92c086b1fdc9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a545fa4d54c3483981600fe7997422d4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/88ac559d3f26419aa90e321b9ba4d748.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4060d845c97748b38e9e00909df80972.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/278984de5a2d43a7b0e13bb846941711.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c37ae1e269874a4b860faa1796085c92.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/eba9cfb889b14eff8a18ea98c3bb2280.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7da09d336bbe46c69752d0e77dde3b6f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f34a3d3b2bed4e99b75526b95b9283a1.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/18b1a14687e14fc9bab67b550ab39eca.jpeg",Blanco,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,TM,Nissan- Np 300,Np 300,1513,453024,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f64a22c43df0406da6ca818e655480be.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f64a22c43df0406da6ca818e655480be.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7c6e3fccf32f4a27ab5cc87a69eb01db.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/747160176560490a8aea098fb80631cf.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/7173645d66614c28a35640e1c528e83d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/1a81dece955943a5857344e31ee9c0bf.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4aa0e2251817434bad719b6624f948e4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0c22617459484a69bb9cb916bc004c79.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/de1bb86d986b4cf7a33fcb59c91b9648.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5fc6875af71443cca591b42f6079ba98.jpeg",Rojo,Negro,,0,Manual,Gasolina,2 puertas; Aire acondicionado; AGENDA TU PRUEBA DE MANEJO,,,,,,
Usado,2024,Nissan,Advance CVT,Nissan- Sentra -,Sentra,1514,445344,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9a04389678ca4e18bf291962efca66d9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9a04389678ca4e18bf291962efca66d9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/60ff2b00551246c1bec30ac98d3f9b43.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5899bc4fd73443d6b8a85a96128b9065.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f139fe3b92dd4fd982e0d5eda46db5d3.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3811f2ea1faa475c964d991b0c40bd39.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ef1e351129294dd297f5448ce50d5dcf.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/6919a8ef5fd94651acb22a4de7118735.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a145449c1c644daa876fa75721765efc.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2ad6b5c35c1d4c1f97ba8e693cdd2411.jpeg",Rojo,Negro,,0,Automática,Gasolina,"Llave inteligente; Luces de niebla; Aire acondicionado; Radio, AM/FM, USB; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",ABS; Bolsas de Aire,,,,,
Usado,2024,Nissan,TM,Nissan- V-Drive -,V,1515,279264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f6a0565a40ae45d997f3ccc48d1319f9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f6a0565a40ae45d997f3ccc48d1319f9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/74cad379050a4f8b9cb6d73ba560eefe.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d6dd133732c54b248a269bde7de913ba.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/fc164f953c9c4eb2bd93a82222951b3a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/864695a06b594ca3887232210ecf1b15.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bb4805ff821a45cc978bbb62537e368c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/8e9d1866adea450e8b8d12f0342b17c8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0b43e9cc56c64465809d134f4afbe200.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/696cce06e8dd4931be464c58327d7e59.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/388eb9b83b0948998cd20bf209ee7b14.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/72fefd08470d4fdaacc62c5d3ed5f5fd.jpeg",Blanco,Negro,,0,Manual,Gasolina,4 puertas; Aire acondicionado; 5 pasajeros; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,ABS; Bolsas de Aire,,,,,
Usado,2024,Nissan,TM,Nissan- V-Drive -,V,1516,279264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/71d6ef8a5dbb4190b878cc77098a14b8.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/71d6ef8a5dbb4190b878cc77098a14b8.jpeg",Blanco,Negro,,0,Manual,Gasolina,4 puertas; Aire acondicionado; 5 pasajeros; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,ABS; Bolsas de Aire,,,,,
Usado,2024,Nissan,TM,Nissan- V-Drive -,V,1517,279264,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9a580ff7257c49808f624883049978b6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9a580ff7257c49808f624883049978b6.jpeg",Blanco,Negro,,0,Manual,Gasolina,4 puertas; Aire acondicionado; 5 pasajeros; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,ABS; Bolsas de Aire,,,,,
Usado,2023,Nissan,Advance CVT,Nissan- Versa -,Versa,1518,371424,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e549933b1eb24e8093f0244a149adeb7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e549933b1eb24e8093f0244a149adeb7.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2f6d5a419d0d4fad83e4fc7fe0911df0.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5f3657492be94149bd583d65bb641208.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/840e4bf11bd3431eb1972513f218c07b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3fdf63c523c44a22ac92e4e845649689.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c07f9583f2594773a71d7e85806881df.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/cc2680434a624336837632b01fd1bbec.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/58d06ccaa796414bb89b95224b70854a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/eb4d4d1db28647e2a4a52c83cdc0c18b.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3a38bc342afc4853a1b7af7d25e44d0c.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bfc7d3b86f5d4b7796860df68978fe40.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5f7d9a9785054d0687d57be4aeddd5f9.jpeg",Rojo,Negro,,0,Automática,Gasolina,Llave inteligente; Aire acondicionado; ABS; AGENDA TU PRUEBA DE MANEJO,ABS,,,,,
Usado,2023,Nissan,Sense TM,Nissan- Versa -,Versa,1519,356064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e7d4272df5bf4a748aaf8237d9071dc4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e7d4272df5bf4a748aaf8237d9071dc4.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e57ebf63e2c7437dbc118a14299ba73a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ef853076612049b7aa0dfb9eaed3a519.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f3eb46856cd14cd3b4b1db8258e4ac5e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a9424f36ef5349a9bc4240888d41b6ce.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ef8f5e690356416d96f323d2448b6285.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f15dcd34f2a04b0abbb1f4691787b2c5.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b955bdc9976745eea5befb7338edf355.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/766019685caf4dc38838d1dc9fa8b29e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c5ef55bf00ec4eaa8159818ea14e8908.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a1167b929c7648288d255e0a6505653f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d575bdd05cd6461390d8fadbcaa45a11.jpeg",Naranja,Negro,,0,Manual,Gasolina,"Control de crucero; Aire acondicionado; Radio, AM/FM; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO",Bolsas de Aire,,,,,
Usado,2023,Nissan,Sense MT,Nissan- Versa -,Versa,1520,356064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0cfbb4001aa6445aa072aa67b272f7bb.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0cfbb4001aa6445aa072aa67b272f7bb.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ce2e615ae45b46d394e65ebc4223acb6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/5ed27213517f4c4f9ed53b846cbce294.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/a87ea7fa31ae41ffa4c8440b55ac005a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/9b008e30d56845f99a280514631c7c85.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/3f71098ec3e84c7d87a64d66eca59b41.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bae411aaff9a4c4aa458935f33abb600.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/93539c046b7e4b4c8d63eca061e060de.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/03f68be661e7421e964725f0bfce5ac6.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/f74561e371264cf587beb657a34a8870.jpeg",Plata,Negro,,0,Manual,Gasolina,Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,Bolsas de Aire,,,,,
Usado,2023,Nissan,Sense MT,Nissan- Versa -,Versa,1521,356064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0c058646ca0244ce8e436828a7947bae.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/0c058646ca0244ce8e436828a7947bae.jpeg",Plata,Negro,,0,Manual,Gasolina,Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,Bolsas de Aire,,,,,
Usado,2023,Nissan,Sense MT,Nissan- Versa -,Versa,1522,356064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c7f82d999825440db2c16e867fc87598.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c7f82d999825440db2c16e867fc87598.jpeg",Plata,Negro,,0,Manual,Gasolina,Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,Bolsas de Aire,,,,,
Usado,2023,Nissan,TM,Nissan- Versa -,Versa,1523,356064,"https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bff080c3c74c4b39b72f439082b58d1e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/bff080c3c74c4b39b72f439082b58d1e.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/ecdd3a4119e0440f9b821ab39588e105.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d17e04cedcf44102a14eeffa41a28b6a.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/66fc473be2c34e8b9c1721a679271f05.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/e954a1a29ca047dfa5b4c91a41bfb4f9.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/c7dd58ca86f04b2397307f4ca69c1895.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2929847109aa4d9d8fae62d7a1cd4b6d.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/dd059db1e31e4f3fb39523ae5cb062ef.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/b332289bd88f4afb809b16d1d3764a0f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/2a135be134e94319921704bbf45285ce.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/4723ef03231547e1a7093b242e19c26f.jpeg, https://desantorsa-carmax-resized.s3.us-west-1.amazonaws.com/test/Image/Car/d67e436783504f7392dc8e7cdee43489.jpeg",Rojo,Negro,,0,Manual,Gasolina,Rin aluminio; 4 puertas; Aire acondicionado; 5 pasajeros; ABS; Bolsas de Aire; AGENDA TU PRUEBA DE MANEJO,ABS; Bolsas de Aire,,,,,
